id,img_path,label
1584,E:\ImageQant\data\generated\images\rec_1584.png,0
1449,E:\ImageQant\data\generated\images\rec_1449.png,0
4084,E:\ImageQant\data\generated\images\rec_4084.png,1
3421,E:\ImageQant\data\generated\images\rec_3421.png,1
1372,E:\ImageQant\data\generated\images\rec_1372.png,0
3085,E:\ImageQant\data\generated\images\rec_3085.png,0
2797,E:\ImageQant\data\generated\images\rec_2797.png,0
2473,E:\ImageQant\data\generated\images\rec_2473.png,1
2123,E:\ImageQant\data\generated\images\rec_2123.png,1
1767,E:\ImageQant\data\generated\images\rec_1767.png,0
297,E:\ImageQant\data\generated\images\rec_297.png,0
2438,E:\ImageQant\data\generated\images\rec_2438.png,1
2644,E:\ImageQant\data\generated\images\rec_2644.png,0
265,E:\ImageQant\data\generated\images\rec_265.png,0
2577,E:\ImageQant\data\generated\images\rec_2577.png,1
3493,E:\ImageQant\data\generated\images\rec_3493.png,1
2884,E:\ImageQant\data\generated\images\rec_2884.png,0
1187,E:\ImageQant\data\generated\images\rec_1187.png,1
1266,E:\ImageQant\data\generated\images\rec_1266.png,0
1942,E:\ImageQant\data\generated\images\rec_1942.png,0
1499,E:\ImageQant\data\generated\images\rec_1499.png,0
2836,E:\ImageQant\data\generated\images\rec_2836.png,1
1999,E:\ImageQant\data\generated\images\rec_1999.png,0
3398,E:\ImageQant\data\generated\images\rec_3398.png,0
324,E:\ImageQant\data\generated\images\rec_324.png,0
243,E:\ImageQant\data\generated\images\rec_243.png,1
1117,E:\ImageQant\data\generated\images\rec_1117.png,0
342,E:\ImageQant\data\generated\images\rec_342.png,0
920,E:\ImageQant\data\generated\images\rec_920.png,0
361,E:\ImageQant\data\generated\images\rec_361.png,1
1136,E:\ImageQant\data\generated\images\rec_1136.png,0
1378,E:\ImageQant\data\generated\images\rec_1378.png,1
4071,E:\ImageQant\data\generated\images\rec_4071.png,1
3221,E:\ImageQant\data\generated\images\rec_3221.png,1
3071,E:\ImageQant\data\generated\images\rec_3071.png,1
1680,E:\ImageQant\data\generated\images\rec_1680.png,0
1033,E:\ImageQant\data\generated\images\rec_1033.png,0
2073,E:\ImageQant\data\generated\images\rec_2073.png,0
2704,E:\ImageQant\data\generated\images\rec_2704.png,0
1557,E:\ImageQant\data\generated\images\rec_1557.png,0
156,E:\ImageQant\data\generated\images\rec_156.png,0
1457,E:\ImageQant\data\generated\images\rec_1457.png,0
777,E:\ImageQant\data\generated\images\rec_777.png,1
2370,E:\ImageQant\data\generated\images\rec_2370.png,0
88,E:\ImageQant\data\generated\images\rec_88.png,0
1495,E:\ImageQant\data\generated\images\rec_1495.png,0
175,E:\ImageQant\data\generated\images\rec_175.png,0
2099,E:\ImageQant\data\generated\images\rec_2099.png,1
139,E:\ImageQant\data\generated\images\rec_139.png,0
2968,E:\ImageQant\data\generated\images\rec_2968.png,0
3314,E:\ImageQant\data\generated\images\rec_3314.png,1
568,E:\ImageQant\data\generated\images\rec_568.png,0
254,E:\ImageQant\data\generated\images\rec_254.png,0
1744,E:\ImageQant\data\generated\images\rec_1744.png,1
859,E:\ImageQant\data\generated\images\rec_859.png,1
3337,E:\ImageQant\data\generated\images\rec_3337.png,1
3231,E:\ImageQant\data\generated\images\rec_3231.png,0
4001,E:\ImageQant\data\generated\images\rec_4001.png,1
2047,E:\ImageQant\data\generated\images\rec_2047.png,1
2095,E:\ImageQant\data\generated\images\rec_2095.png,0
1207,E:\ImageQant\data\generated\images\rec_1207.png,0
2027,E:\ImageQant\data\generated\images\rec_2027.png,0
3704,E:\ImageQant\data\generated\images\rec_3704.png,0
1573,E:\ImageQant\data\generated\images\rec_1573.png,1
2880,E:\ImageQant\data\generated\images\rec_2880.png,0
2714,E:\ImageQant\data\generated\images\rec_2714.png,1
1642,E:\ImageQant\data\generated\images\rec_1642.png,0
2410,E:\ImageQant\data\generated\images\rec_2410.png,1
2866,E:\ImageQant\data\generated\images\rec_2866.png,1
806,E:\ImageQant\data\generated\images\rec_806.png,0
1995,E:\ImageQant\data\generated\images\rec_1995.png,0
2565,E:\ImageQant\data\generated\images\rec_2565.png,0
1561,E:\ImageQant\data\generated\images\rec_1561.png,0
2278,E:\ImageQant\data\generated\images\rec_2278.png,0
3983,E:\ImageQant\data\generated\images\rec_3983.png,0
2078,E:\ImageQant\data\generated\images\rec_2078.png,0
3746,E:\ImageQant\data\generated\images\rec_3746.png,0
2513,E:\ImageQant\data\generated\images\rec_2513.png,0
2017,E:\ImageQant\data\generated\images\rec_2017.png,0
1962,E:\ImageQant\data\generated\images\rec_1962.png,0
581,E:\ImageQant\data\generated\images\rec_581.png,0
682,E:\ImageQant\data\generated\images\rec_682.png,1
1994,E:\ImageQant\data\generated\images\rec_1994.png,1
4036,E:\ImageQant\data\generated\images\rec_4036.png,0
32,E:\ImageQant\data\generated\images\rec_32.png,0
343,E:\ImageQant\data\generated\images\rec_343.png,0
423,E:\ImageQant\data\generated\images\rec_423.png,0
3541,E:\ImageQant\data\generated\images\rec_3541.png,1
2793,E:\ImageQant\data\generated\images\rec_2793.png,0
736,E:\ImageQant\data\generated\images\rec_736.png,0
3726,E:\ImageQant\data\generated\images\rec_3726.png,1
142,E:\ImageQant\data\generated\images\rec_142.png,0
2676,E:\ImageQant\data\generated\images\rec_2676.png,1
454,E:\ImageQant\data\generated\images\rec_454.png,0
1945,E:\ImageQant\data\generated\images\rec_1945.png,0
288,E:\ImageQant\data\generated\images\rec_288.png,0
1053,E:\ImageQant\data\generated\images\rec_1053.png,0
492,E:\ImageQant\data\generated\images\rec_492.png,0
4350,E:\ImageQant\data\generated\images\rec_4350.png,0
1191,E:\ImageQant\data\generated\images\rec_1191.png,0
2040,E:\ImageQant\data\generated\images\rec_2040.png,1
2820,E:\ImageQant\data\generated\images\rec_2820.png,0
371,E:\ImageQant\data\generated\images\rec_371.png,0
1934,E:\ImageQant\data\generated\images\rec_1934.png,0
3764,E:\ImageQant\data\generated\images\rec_3764.png,0
1476,E:\ImageQant\data\generated\images\rec_1476.png,1
2894,E:\ImageQant\data\generated\images\rec_2894.png,0
1287,E:\ImageQant\data\generated\images\rec_1287.png,0
1350,E:\ImageQant\data\generated\images\rec_1350.png,0
4129,E:\ImageQant\data\generated\images\rec_4129.png,0
2643,E:\ImageQant\data\generated\images\rec_2643.png,1
645,E:\ImageQant\data\generated\images\rec_645.png,0
3392,E:\ImageQant\data\generated\images\rec_3392.png,0
3751,E:\ImageQant\data\generated\images\rec_3751.png,0
3564,E:\ImageQant\data\generated\images\rec_3564.png,1
3290,E:\ImageQant\data\generated\images\rec_3290.png,1
2075,E:\ImageQant\data\generated\images\rec_2075.png,0
1943,E:\ImageQant\data\generated\images\rec_1943.png,0
113,E:\ImageQant\data\generated\images\rec_113.png,0
3147,E:\ImageQant\data\generated\images\rec_3147.png,0
1616,E:\ImageQant\data\generated\images\rec_1616.png,0
3851,E:\ImageQant\data\generated\images\rec_3851.png,1
2196,E:\ImageQant\data\generated\images\rec_2196.png,0
3023,E:\ImageQant\data\generated\images\rec_3023.png,0
2358,E:\ImageQant\data\generated\images\rec_2358.png,0
23,E:\ImageQant\data\generated\images\rec_23.png,0
3092,E:\ImageQant\data\generated\images\rec_3092.png,0
1764,E:\ImageQant\data\generated\images\rec_1764.png,0
2506,E:\ImageQant\data\generated\images\rec_2506.png,0
3888,E:\ImageQant\data\generated\images\rec_3888.png,0
2914,E:\ImageQant\data\generated\images\rec_2914.png,1
1590,E:\ImageQant\data\generated\images\rec_1590.png,1
3512,E:\ImageQant\data\generated\images\rec_3512.png,1
491,E:\ImageQant\data\generated\images\rec_491.png,0
3818,E:\ImageQant\data\generated\images\rec_3818.png,1
3706,E:\ImageQant\data\generated\images\rec_3706.png,0
3083,E:\ImageQant\data\generated\images\rec_3083.png,1
206,E:\ImageQant\data\generated\images\rec_206.png,0
3809,E:\ImageQant\data\generated\images\rec_3809.png,1
1242,E:\ImageQant\data\generated\images\rec_1242.png,0
609,E:\ImageQant\data\generated\images\rec_609.png,0
2116,E:\ImageQant\data\generated\images\rec_2116.png,0
181,E:\ImageQant\data\generated\images\rec_181.png,0
4309,E:\ImageQant\data\generated\images\rec_4309.png,0
882,E:\ImageQant\data\generated\images\rec_882.png,1
791,E:\ImageQant\data\generated\images\rec_791.png,1
3679,E:\ImageQant\data\generated\images\rec_3679.png,0
4374,E:\ImageQant\data\generated\images\rec_4374.png,0
707,E:\ImageQant\data\generated\images\rec_707.png,0
908,E:\ImageQant\data\generated\images\rec_908.png,0
3039,E:\ImageQant\data\generated\images\rec_3039.png,1
4197,E:\ImageQant\data\generated\images\rec_4197.png,0
798,E:\ImageQant\data\generated\images\rec_798.png,0
2242,E:\ImageQant\data\generated\images\rec_2242.png,0
1124,E:\ImageQant\data\generated\images\rec_1124.png,0
3375,E:\ImageQant\data\generated\images\rec_3375.png,0
2386,E:\ImageQant\data\generated\images\rec_2386.png,0
2253,E:\ImageQant\data\generated\images\rec_2253.png,1
4006,E:\ImageQant\data\generated\images\rec_4006.png,0
1939,E:\ImageQant\data\generated\images\rec_1939.png,0
1083,E:\ImageQant\data\generated\images\rec_1083.png,0
3182,E:\ImageQant\data\generated\images\rec_3182.png,0
2482,E:\ImageQant\data\generated\images\rec_2482.png,0
385,E:\ImageQant\data\generated\images\rec_385.png,0
2494,E:\ImageQant\data\generated\images\rec_2494.png,0
3910,E:\ImageQant\data\generated\images\rec_3910.png,0
961,E:\ImageQant\data\generated\images\rec_961.png,0
2074,E:\ImageQant\data\generated\images\rec_2074.png,0
2619,E:\ImageQant\data\generated\images\rec_2619.png,0
665,E:\ImageQant\data\generated\images\rec_665.png,0
1838,E:\ImageQant\data\generated\images\rec_1838.png,0
1678,E:\ImageQant\data\generated\images\rec_1678.png,0
1000,E:\ImageQant\data\generated\images\rec_1000.png,1
3123,E:\ImageQant\data\generated\images\rec_3123.png,0
3329,E:\ImageQant\data\generated\images\rec_3329.png,0
2865,E:\ImageQant\data\generated\images\rec_2865.png,0
3000,E:\ImageQant\data\generated\images\rec_3000.png,0
395,E:\ImageQant\data\generated\images\rec_395.png,0
2823,E:\ImageQant\data\generated\images\rec_2823.png,0
502,E:\ImageQant\data\generated\images\rec_502.png,0
3114,E:\ImageQant\data\generated\images\rec_3114.png,0
2003,E:\ImageQant\data\generated\images\rec_2003.png,1
2342,E:\ImageQant\data\generated\images\rec_2342.png,0
1954,E:\ImageQant\data\generated\images\rec_1954.png,0
3271,E:\ImageQant\data\generated\images\rec_3271.png,0
209,E:\ImageQant\data\generated\images\rec_209.png,1
1185,E:\ImageQant\data\generated\images\rec_1185.png,0
2224,E:\ImageQant\data\generated\images\rec_2224.png,0
3712,E:\ImageQant\data\generated\images\rec_3712.png,1
3793,E:\ImageQant\data\generated\images\rec_3793.png,1
1490,E:\ImageQant\data\generated\images\rec_1490.png,0
2621,E:\ImageQant\data\generated\images\rec_2621.png,0
242,E:\ImageQant\data\generated\images\rec_242.png,0
2816,E:\ImageQant\data\generated\images\rec_2816.png,0
2317,E:\ImageQant\data\generated\images\rec_2317.png,1
3144,E:\ImageQant\data\generated\images\rec_3144.png,0
1693,E:\ImageQant\data\generated\images\rec_1693.png,0
462,E:\ImageQant\data\generated\images\rec_462.png,0
3941,E:\ImageQant\data\generated\images\rec_3941.png,1
694,E:\ImageQant\data\generated\images\rec_694.png,0
3735,E:\ImageQant\data\generated\images\rec_3735.png,0
3438,E:\ImageQant\data\generated\images\rec_3438.png,0
2670,E:\ImageQant\data\generated\images\rec_2670.png,0
1147,E:\ImageQant\data\generated\images\rec_1147.png,0
1836,E:\ImageQant\data\generated\images\rec_1836.png,0
2442,E:\ImageQant\data\generated\images\rec_2442.png,1
2360,E:\ImageQant\data\generated\images\rec_2360.png,0
2945,E:\ImageQant\data\generated\images\rec_2945.png,1
1761,E:\ImageQant\data\generated\images\rec_1761.png,1
580,E:\ImageQant\data\generated\images\rec_580.png,1
1256,E:\ImageQant\data\generated\images\rec_1256.png,0
282,E:\ImageQant\data\generated\images\rec_282.png,0
768,E:\ImageQant\data\generated\images\rec_768.png,0
3734,E:\ImageQant\data\generated\images\rec_3734.png,1
1854,E:\ImageQant\data\generated\images\rec_1854.png,1
4262,E:\ImageQant\data\generated\images\rec_4262.png,0
1877,E:\ImageQant\data\generated\images\rec_1877.png,1
2509,E:\ImageQant\data\generated\images\rec_2509.png,0
2062,E:\ImageQant\data\generated\images\rec_2062.png,0
1451,E:\ImageQant\data\generated\images\rec_1451.png,0
4310,E:\ImageQant\data\generated\images\rec_4310.png,0
130,E:\ImageQant\data\generated\images\rec_130.png,1
1750,E:\ImageQant\data\generated\images\rec_1750.png,0
3627,E:\ImageQant\data\generated\images\rec_3627.png,0
2974,E:\ImageQant\data\generated\images\rec_2974.png,1
523,E:\ImageQant\data\generated\images\rec_523.png,0
937,E:\ImageQant\data\generated\images\rec_937.png,0
614,E:\ImageQant\data\generated\images\rec_614.png,0
2530,E:\ImageQant\data\generated\images\rec_2530.png,0
3895,E:\ImageQant\data\generated\images\rec_3895.png,0
953,E:\ImageQant\data\generated\images\rec_953.png,1
2012,E:\ImageQant\data\generated\images\rec_2012.png,1
2283,E:\ImageQant\data\generated\images\rec_2283.png,0
1991,E:\ImageQant\data\generated\images\rec_1991.png,1
2825,E:\ImageQant\data\generated\images\rec_2825.png,1
21,E:\ImageQant\data\generated\images\rec_21.png,0
4251,E:\ImageQant\data\generated\images\rec_4251.png,1
825,E:\ImageQant\data\generated\images\rec_825.png,0
4186,E:\ImageQant\data\generated\images\rec_4186.png,0
585,E:\ImageQant\data\generated\images\rec_585.png,0
2986,E:\ImageQant\data\generated\images\rec_2986.png,0
217,E:\ImageQant\data\generated\images\rec_217.png,1
973,E:\ImageQant\data\generated\images\rec_973.png,0
3200,E:\ImageQant\data\generated\images\rec_3200.png,1
2898,E:\ImageQant\data\generated\images\rec_2898.png,0
2043,E:\ImageQant\data\generated\images\rec_2043.png,0
719,E:\ImageQant\data\generated\images\rec_719.png,0
979,E:\ImageQant\data\generated\images\rec_979.png,0
3080,E:\ImageQant\data\generated\images\rec_3080.png,0
36,E:\ImageQant\data\generated\images\rec_36.png,1
3214,E:\ImageQant\data\generated\images\rec_3214.png,0
576,E:\ImageQant\data\generated\images\rec_576.png,0
2757,E:\ImageQant\data\generated\images\rec_2757.png,1
3364,E:\ImageQant\data\generated\images\rec_3364.png,1
313,E:\ImageQant\data\generated\images\rec_313.png,0
296,E:\ImageQant\data\generated\images\rec_296.png,0
2839,E:\ImageQant\data\generated\images\rec_2839.png,0
3037,E:\ImageQant\data\generated\images\rec_3037.png,0
2543,E:\ImageQant\data\generated\images\rec_2543.png,1
1626,E:\ImageQant\data\generated\images\rec_1626.png,0
3494,E:\ImageQant\data\generated\images\rec_3494.png,0
591,E:\ImageQant\data\generated\images\rec_591.png,0
1925,E:\ImageQant\data\generated\images\rec_1925.png,0
2739,E:\ImageQant\data\generated\images\rec_2739.png,0
2956,E:\ImageQant\data\generated\images\rec_2956.png,1
2501,E:\ImageQant\data\generated\images\rec_2501.png,0
511,E:\ImageQant\data\generated\images\rec_511.png,1
606,E:\ImageQant\data\generated\images\rec_606.png,1
4327,E:\ImageQant\data\generated\images\rec_4327.png,1
1965,E:\ImageQant\data\generated\images\rec_1965.png,0
3058,E:\ImageQant\data\generated\images\rec_3058.png,0
1433,E:\ImageQant\data\generated\images\rec_1433.png,0
3824,E:\ImageQant\data\generated\images\rec_3824.png,0
2715,E:\ImageQant\data\generated\images\rec_2715.png,0
238,E:\ImageQant\data\generated\images\rec_238.png,1
2143,E:\ImageQant\data\generated\images\rec_2143.png,0
1338,E:\ImageQant\data\generated\images\rec_1338.png,1
4269,E:\ImageQant\data\generated\images\rec_4269.png,0
3174,E:\ImageQant\data\generated\images\rec_3174.png,0
3075,E:\ImageQant\data\generated\images\rec_3075.png,0
3320,E:\ImageQant\data\generated\images\rec_3320.png,0
2758,E:\ImageQant\data\generated\images\rec_2758.png,0
1125,E:\ImageQant\data\generated\images\rec_1125.png,0
632,E:\ImageQant\data\generated\images\rec_632.png,0
4394,E:\ImageQant\data\generated\images\rec_4394.png,0
123,E:\ImageQant\data\generated\images\rec_123.png,0
3928,E:\ImageQant\data\generated\images\rec_3928.png,0
1164,E:\ImageQant\data\generated\images\rec_1164.png,1
1759,E:\ImageQant\data\generated\images\rec_1759.png,0
440,E:\ImageQant\data\generated\images\rec_440.png,0
1004,E:\ImageQant\data\generated\images\rec_1004.png,1
1171,E:\ImageQant\data\generated\images\rec_1171.png,0
3829,E:\ImageQant\data\generated\images\rec_3829.png,1
3658,E:\ImageQant\data\generated\images\rec_3658.png,0
1055,E:\ImageQant\data\generated\images\rec_1055.png,0
1406,E:\ImageQant\data\generated\images\rec_1406.png,0
1808,E:\ImageQant\data\generated\images\rec_1808.png,0
2817,E:\ImageQant\data\generated\images\rec_2817.png,0
2787,E:\ImageQant\data\generated\images\rec_2787.png,0
3041,E:\ImageQant\data\generated\images\rec_3041.png,0
150,E:\ImageQant\data\generated\images\rec_150.png,0
3820,E:\ImageQant\data\generated\images\rec_3820.png,0
1562,E:\ImageQant\data\generated\images\rec_1562.png,0
852,E:\ImageQant\data\generated\images\rec_852.png,0
366,E:\ImageQant\data\generated\images\rec_366.png,0
2686,E:\ImageQant\data\generated\images\rec_2686.png,0
2190,E:\ImageQant\data\generated\images\rec_2190.png,0
2639,E:\ImageQant\data\generated\images\rec_2639.png,0
3248,E:\ImageQant\data\generated\images\rec_3248.png,0
879,E:\ImageQant\data\generated\images\rec_879.png,1
3676,E:\ImageQant\data\generated\images\rec_3676.png,0
1963,E:\ImageQant\data\generated\images\rec_1963.png,0
2131,E:\ImageQant\data\generated\images\rec_2131.png,0
2852,E:\ImageQant\data\generated\images\rec_2852.png,0
1907,E:\ImageQant\data\generated\images\rec_1907.png,0
2584,E:\ImageQant\data\generated\images\rec_2584.png,0
3145,E:\ImageQant\data\generated\images\rec_3145.png,0
2703,E:\ImageQant\data\generated\images\rec_2703.png,1
1292,E:\ImageQant\data\generated\images\rec_1292.png,1
4344,E:\ImageQant\data\generated\images\rec_4344.png,1
3924,E:\ImageQant\data\generated\images\rec_3924.png,0
2041,E:\ImageQant\data\generated\images\rec_2041.png,0
1546,E:\ImageQant\data\generated\images\rec_1546.png,0
3789,E:\ImageQant\data\generated\images\rec_3789.png,1
3563,E:\ImageQant\data\generated\images\rec_3563.png,1
2772,E:\ImageQant\data\generated\images\rec_2772.png,0
1871,E:\ImageQant\data\generated\images\rec_1871.png,1
186,E:\ImageQant\data\generated\images\rec_186.png,0
1098,E:\ImageQant\data\generated\images\rec_1098.png,0
2705,E:\ImageQant\data\generated\images\rec_2705.png,1
1949,E:\ImageQant\data\generated\images\rec_1949.png,0
1783,E:\ImageQant\data\generated\images\rec_1783.png,0
1,E:\ImageQant\data\generated\images\rec_1.png,0
998,E:\ImageQant\data\generated\images\rec_998.png,0
3570,E:\ImageQant\data\generated\images\rec_3570.png,0
550,E:\ImageQant\data\generated\images\rec_550.png,1
3511,E:\ImageQant\data\generated\images\rec_3511.png,0
595,E:\ImageQant\data\generated\images\rec_595.png,1
927,E:\ImageQant\data\generated\images\rec_927.png,0
225,E:\ImageQant\data\generated\images\rec_225.png,0
1450,E:\ImageQant\data\generated\images\rec_1450.png,1
2347,E:\ImageQant\data\generated\images\rec_2347.png,0
2057,E:\ImageQant\data\generated\images\rec_2057.png,0
1655,E:\ImageQant\data\generated\images\rec_1655.png,0
189,E:\ImageQant\data\generated\images\rec_189.png,0
683,E:\ImageQant\data\generated\images\rec_683.png,1
275,E:\ImageQant\data\generated\images\rec_275.png,0
856,E:\ImageQant\data\generated\images\rec_856.png,1
2165,E:\ImageQant\data\generated\images\rec_2165.png,0
3550,E:\ImageQant\data\generated\images\rec_3550.png,0
1931,E:\ImageQant\data\generated\images\rec_1931.png,0
3842,E:\ImageQant\data\generated\images\rec_3842.png,1
2596,E:\ImageQant\data\generated\images\rec_2596.png,1
2899,E:\ImageQant\data\generated\images\rec_2899.png,0
1486,E:\ImageQant\data\generated\images\rec_1486.png,0
172,E:\ImageQant\data\generated\images\rec_172.png,0
1501,E:\ImageQant\data\generated\images\rec_1501.png,1
1342,E:\ImageQant\data\generated\images\rec_1342.png,0
3489,E:\ImageQant\data\generated\images\rec_3489.png,0
3662,E:\ImageQant\data\generated\images\rec_3662.png,0
525,E:\ImageQant\data\generated\images\rec_525.png,1
2665,E:\ImageQant\data\generated\images\rec_2665.png,1
793,E:\ImageQant\data\generated\images\rec_793.png,0
456,E:\ImageQant\data\generated\images\rec_456.png,1
1419,E:\ImageQant\data\generated\images\rec_1419.png,1
3358,E:\ImageQant\data\generated\images\rec_3358.png,1
770,E:\ImageQant\data\generated\images\rec_770.png,0
3225,E:\ImageQant\data\generated\images\rec_3225.png,0
3480,E:\ImageQant\data\generated\images\rec_3480.png,0
2395,E:\ImageQant\data\generated\images\rec_2395.png,0
3445,E:\ImageQant\data\generated\images\rec_3445.png,0
4108,E:\ImageQant\data\generated\images\rec_4108.png,0
1267,E:\ImageQant\data\generated\images\rec_1267.png,0
3790,E:\ImageQant\data\generated\images\rec_3790.png,0
2792,E:\ImageQant\data\generated\images\rec_2792.png,0
2423,E:\ImageQant\data\generated\images\rec_2423.png,1
442,E:\ImageQant\data\generated\images\rec_442.png,0
4068,E:\ImageQant\data\generated\images\rec_4068.png,0
2035,E:\ImageQant\data\generated\images\rec_2035.png,0
1996,E:\ImageQant\data\generated\images\rec_1996.png,0
2667,E:\ImageQant\data\generated\images\rec_2667.png,1
326,E:\ImageQant\data\generated\images\rec_326.png,0
3462,E:\ImageQant\data\generated\images\rec_3462.png,1
1022,E:\ImageQant\data\generated\images\rec_1022.png,0
1674,E:\ImageQant\data\generated\images\rec_1674.png,0
878,E:\ImageQant\data\generated\images\rec_878.png,0
267,E:\ImageQant\data\generated\images\rec_267.png,0
2044,E:\ImageQant\data\generated\images\rec_2044.png,0
1912,E:\ImageQant\data\generated\images\rec_1912.png,0
4029,E:\ImageQant\data\generated\images\rec_4029.png,1
2206,E:\ImageQant\data\generated\images\rec_2206.png,1
3885,E:\ImageQant\data\generated\images\rec_3885.png,0
2140,E:\ImageQant\data\generated\images\rec_2140.png,0
620,E:\ImageQant\data\generated\images\rec_620.png,0
3389,E:\ImageQant\data\generated\images\rec_3389.png,0
2393,E:\ImageQant\data\generated\images\rec_2393.png,1
529,E:\ImageQant\data\generated\images\rec_529.png,1
1082,E:\ImageQant\data\generated\images\rec_1082.png,0
3310,E:\ImageQant\data\generated\images\rec_3310.png,0
71,E:\ImageQant\data\generated\images\rec_71.png,0
1336,E:\ImageQant\data\generated\images\rec_1336.png,0
910,E:\ImageQant\data\generated\images\rec_910.png,0
2319,E:\ImageQant\data\generated\images\rec_2319.png,0
2067,E:\ImageQant\data\generated\images\rec_2067.png,0
3019,E:\ImageQant\data\generated\images\rec_3019.png,0
184,E:\ImageQant\data\generated\images\rec_184.png,1
1234,E:\ImageQant\data\generated\images\rec_1234.png,0
3911,E:\ImageQant\data\generated\images\rec_3911.png,0
2337,E:\ImageQant\data\generated\images\rec_2337.png,1
1040,E:\ImageQant\data\generated\images\rec_1040.png,0
3447,E:\ImageQant\data\generated\images\rec_3447.png,0
328,E:\ImageQant\data\generated\images\rec_328.png,0
4191,E:\ImageQant\data\generated\images\rec_4191.png,0
976,E:\ImageQant\data\generated\images\rec_976.png,0
853,E:\ImageQant\data\generated\images\rec_853.png,0
3775,E:\ImageQant\data\generated\images\rec_3775.png,1
4114,E:\ImageQant\data\generated\images\rec_4114.png,0
3686,E:\ImageQant\data\generated\images\rec_3686.png,1
4183,E:\ImageQant\data\generated\images\rec_4183.png,0
893,E:\ImageQant\data\generated\images\rec_893.png,1
3613,E:\ImageQant\data\generated\images\rec_3613.png,1
2838,E:\ImageQant\data\generated\images\rec_2838.png,1
1354,E:\ImageQant\data\generated\images\rec_1354.png,0
4176,E:\ImageQant\data\generated\images\rec_4176.png,0
287,E:\ImageQant\data\generated\images\rec_287.png,0
83,E:\ImageQant\data\generated\images\rec_83.png,0
304,E:\ImageQant\data\generated\images\rec_304.png,1
2068,E:\ImageQant\data\generated\images\rec_2068.png,0
415,E:\ImageQant\data\generated\images\rec_415.png,0
2528,E:\ImageQant\data\generated\images\rec_2528.png,0
256,E:\ImageQant\data\generated\images\rec_256.png,0
1440,E:\ImageQant\data\generated\images\rec_1440.png,0
1069,E:\ImageQant\data\generated\images\rec_1069.png,0
3142,E:\ImageQant\data\generated\images\rec_3142.png,1
2920,E:\ImageQant\data\generated\images\rec_2920.png,0
3250,E:\ImageQant\data\generated\images\rec_3250.png,1
2298,E:\ImageQant\data\generated\images\rec_2298.png,0
4231,E:\ImageQant\data\generated\images\rec_4231.png,0
4399,E:\ImageQant\data\generated\images\rec_4399.png,0
470,E:\ImageQant\data\generated\images\rec_470.png,0
1958,E:\ImageQant\data\generated\images\rec_1958.png,1
2477,E:\ImageQant\data\generated\images\rec_2477.png,0
4266,E:\ImageQant\data\generated\images\rec_4266.png,0
2932,E:\ImageQant\data\generated\images\rec_2932.png,1
3456,E:\ImageQant\data\generated\images\rec_3456.png,0
3768,E:\ImageQant\data\generated\images\rec_3768.png,0
3815,E:\ImageQant\data\generated\images\rec_3815.png,0
3120,E:\ImageQant\data\generated\images\rec_3120.png,1
151,E:\ImageQant\data\generated\images\rec_151.png,0
4274,E:\ImageQant\data\generated\images\rec_4274.png,0
439,E:\ImageQant\data\generated\images\rec_439.png,0
2729,E:\ImageQant\data\generated\images\rec_2729.png,0
2039,E:\ImageQant\data\generated\images\rec_2039.png,0
445,E:\ImageQant\data\generated\images\rec_445.png,0
3146,E:\ImageQant\data\generated\images\rec_3146.png,0
1527,E:\ImageQant\data\generated\images\rec_1527.png,0
2895,E:\ImageQant\data\generated\images\rec_2895.png,0
4230,E:\ImageQant\data\generated\images\rec_4230.png,0
138,E:\ImageQant\data\generated\images\rec_138.png,0
4192,E:\ImageQant\data\generated\images\rec_4192.png,0
2917,E:\ImageQant\data\generated\images\rec_2917.png,0
4381,E:\ImageQant\data\generated\images\rec_4381.png,0
938,E:\ImageQant\data\generated\images\rec_938.png,0
2922,E:\ImageQant\data\generated\images\rec_2922.png,1
3982,E:\ImageQant\data\generated\images\rec_3982.png,0
4118,E:\ImageQant\data\generated\images\rec_4118.png,0
3812,E:\ImageQant\data\generated\images\rec_3812.png,0
1508,E:\ImageQant\data\generated\images\rec_1508.png,0
1481,E:\ImageQant\data\generated\images\rec_1481.png,0
104,E:\ImageQant\data\generated\images\rec_104.png,1
3497,E:\ImageQant\data\generated\images\rec_3497.png,1
2226,E:\ImageQant\data\generated\images\rec_2226.png,0
2522,E:\ImageQant\data\generated\images\rec_2522.png,0
3711,E:\ImageQant\data\generated\images\rec_3711.png,1
2198,E:\ImageQant\data\generated\images\rec_2198.png,1
1649,E:\ImageQant\data\generated\images\rec_1649.png,0
1239,E:\ImageQant\data\generated\images\rec_1239.png,1
2210,E:\ImageQant\data\generated\images\rec_2210.png,0
1940,E:\ImageQant\data\generated\images\rec_1940.png,0
2197,E:\ImageQant\data\generated\images\rec_2197.png,0
1408,E:\ImageQant\data\generated\images\rec_1408.png,1
562,E:\ImageQant\data\generated\images\rec_562.png,1
769,E:\ImageQant\data\generated\images\rec_769.png,0
3680,E:\ImageQant\data\generated\images\rec_3680.png,1
2630,E:\ImageQant\data\generated\images\rec_2630.png,1
2173,E:\ImageQant\data\generated\images\rec_2173.png,1
3136,E:\ImageQant\data\generated\images\rec_3136.png,0
1611,E:\ImageQant\data\generated\images\rec_1611.png,0
235,E:\ImageQant\data\generated\images\rec_235.png,0
3855,E:\ImageQant\data\generated\images\rec_3855.png,0
